DAUID,POP2021,POPDENS,TOTLOWINC
24662357,812,3377.7,125
24662358,1117,8907.5,100
24662359,413,5942.4,15
24662362,329,3615.4,10
24662363,380,2185.2,20
24662364,465,3858.9,15
24662365,342,3646.1,10
24662366,576,4073.6,25
24662367,676,3243.8,20
24662368,727,3452,15
24662369,409,1888.3,35
24662370,509,3235.9,30
24662371,474,3632.2,25
24662372,508,3854.3,35
24662373,476,4912.3,20
24662374,370,2971.9,15
24662375,640,4435.2,85
24662376,436,2984.3,15
24662377,505,3224.8,25
24662378,440,3429.5,40
24662379,640,3192,25
24662380,497,3112.1,20
24662381,534,4133.1,45
24662382,464,3447.3,25
24662383,537,4153.1,60
24662384,500,1863.6,35
24662385,678,3222.4,30
24662386,914,4637.2,35
24662387,1364,12953.5,390
24662388,565,3373.1,15
24662389,512,2817.8,10
24662390,467,2671.6,20
24662391,839,3974.4,100
24662392,721,5953.8,135
24662393,390,3689.7,15
24662394,826,4666.7,120
24662395,465,3621.5,10
24662396,539,3502.3,10
24662397,1041,1107.4,60
24662398,1394,3397.5,130
24662399,810,5590.1,120
24662400,777,4766.9,55
24662401,901,2901.8,45
24662402,357,7628.2,30
24662403,612,6469.3,45
24662404,980,10745.6,150
24662405,1354,4355.1,225
24662408,675,2910.7,20
24662409,617,2358.6,25
24662410,358,3740.9,20
24662411,1110,10422.5,290
24662412,715,11607.1,125
24662413,267,5562.5,25
24662414,574,10669.1,55
24662415,466,9668,20
24662416,725,8109.6,65
24662417,1072,8866.8,85
24662418,372,8773.6,60
24662419,458,6468.9,115
24662420,392,564.6,55
24662421,573,93,50
24662422,712,1785.8,30
24662423,439,2317.8,15
24662424,546,2895,5
24662425,500,2521.4,15
24662426,898,3632.7,70
24662427,506,2826.8,15
24662428,447,3484,40
24662429,417,2666.2,20
24662430,540,3701.2,50
24662431,471,3266.3,20
24662432,533,62.9,40
24662433,610,84.3,145
24662434,499,401,20
24662435,717,1166.8,55
24662436,292,4763.5,10
24662439,635,13119.8,90
24662440,815,8141.9,125
24662442,948,14170.4,195
24662444,885,7284,95
24662445,858,18940.4,150
24662447,313,11901.1,55
24662448,580,26605.5,130
24662449,484,12872.3,65
24662450,345,12062.9,45
24662452,788,24171.8,170
24662453,1158,30000,240
24662454,921,18643.7,225
24662455,455,11461,70
24662456,842,9044,130
24662457,478,9465.3,50
24662458,239,2404.4,
24662459,406,3104,25
24662460,506,3874.4,10
24662461,369,4310.7,5
24662463,587,11979.6,85
24662465,941,5499.7,65
24662466,1078,5230.5,120
24662467,403,2473.9,15
24662468,456,4249.8,20
24662469,446,3596.8,5
24662470,575,3573.6,25
24662471,523,7144.8,60
24662472,382,5387.9,30
24662473,453,12243.2,60
24662474,640,4324.3,50
24662475,728,2084.8,125
24662476,848,10844,165
24662477,559,5364.7,65
24662478,861,19261.7,280
24662479,398,3702.3,40
24662480,317,1684.4,20
24662483,789,10764,180
24662484,513,19141.8,120
24662485,983,6492.7,290
24662486,712,14442.2,185
24662489,309,9537,80
24662490,674,19312.3,150
24662491,550,39285.7,185
24662492,293,10732.6,110
24662493,910,1571.7,165
24662494,400,4830.9,65
24662495,586,8720.2,40
24662496,361,8375.9,15
24662497,455,6989.2,40
24662498,413,6524.5,35
24662499,385,2943.4,35
24662500,495,5463.6,70
24662501,800,8188.3,100
24662502,1270,12867.3,375
24662503,637,24128.8,200
24662504,314,6946.9,35
24662505,405,4029.9,30
24662506,415,4300.5,30
24662507,546,2875.2,75
24662508,692,4992.8,60
24662509,495,3581.8,25
24662510,543,5895.8,65
24662511,538,10549,95
24662512,715,3769.1,115
24662513,578,7216,65
24662515,595,5068.1,100
24662516,741,13232.1,150
24662518,399,2007,15
24662519,896,1601.7,
24662520,431,6500.8,10
24662521,648,6687.3,45
24662522,540,7584.3,55
24662523,495,8714.8,65
24662524,347,9942.7,35
24662525,583,6123.9,45
24662526,518,7076.5,85
24662527,469,8300.9,85
24662528,1015,4555.7,60
24662529,741,3125.3,230
24662530,592,6047,60
24662531,624,5892.4,40
24662532,412,8142.3,65
24662533,394,19799,180
24662534,492,9060.8,60
24662535,492,5157.2,45
24662536,508,6217.9,25
24662537,488,8987.1,30
24662538,449,8284.1,40
24662539,447,10443.9,50
24662540,815,7799,205
24662541,536,6232.6,35
24662542,879,6910.4,185
24662543,272,2866.2,55
24662544,656,10951.6,145
24662545,749,2904.2,105
24662546,743,6931,115
24662547,642,35469.6,115
24662548,470,3300.6,25
24662549,495,6203,55
24662550,1256,8087.6,140
24662551,415,7980.8,50
24662552,540,10305.3,70
24662553,423,5023.8,25
24662554,459,10851.1,60
24662555,472,9094.4,80
24662556,475,11309.5,95
24662557,598,4283.7,110
24662558,407,8323.1,80
24662559,381,4674.8,110
24662560,669,12054.1,210
24662561,529,9653.3,90
24662562,434,7708.7,95
24662563,1147,7591,185
24662564,558,5289.1,45
24662565,394,3205.9,65
24662566,310,3144,50
24662567,394,3502.2,40
24662568,468,3309.8,35
24662569,458,6131.2,60
24662570,622,2078.9,60
24662571,517,9086.1,110
24662572,484,9219,75
24662573,452,9281.3,65
24662574,507,7578.5,50
24662575,508,2759.4,95
24662576,495,10421.1,90
24662577,604,9789.3,90
24662578,515,8161.6,80
24662579,467,7022.6,20
24662580,533,8406.9,50
24662581,489,11113.6,50
24662582,664,10262.8,70
24662583,533,6197.7,40
24662584,926,9666,80
24662585,529,4343.2,65
24662586,649,4442.2,60
24662587,637,13524.4,120
24662588,638,8137.8,130
24662589,381,2284.2,20
24662590,444,8176.8,30
24662591,399,4784.2,20
24662592,432,7811.9,35
24662593,480,6130.3,40
24662594,394,6024.5,20
24662595,486,6480,105
24662598,492,7961.2,60
24662599,602,9347.8,70
24662600,605,13238.5,25
24662601,1109,5425.6,105
24662602,630,4952.8,25
24662603,1140,3428.6,80
24662604,422,4414.2,35
24662605,663,13128.7,85
24662606,607,17392.6,50
24662607,395,10762.9,100
24662608,553,12890.4,75
24662609,247,11596.2,
24662610,608,8863,65
24662611,862,10105.5,200
24662612,480,11085.5,60
24662613,484,9416.3,50
24662614,394,9358.7,50
24662615,648,1515.4,90
24662616,495,9166.7,30
24662617,813,9842.6,155
24662618,397,4715,20
24662619,743,5582.3,140
24662620,435,19683.3,60
24662621,730,11661.3,105
24662622,506,15333.3,120
24662623,848,13743.9,170
24662624,499,12601,95
24662625,551,15879,145
24662626,632,11087.7,195
24662627,443,10598.1,90
24662628,701,471.5,135
24662629,620,1173.8,115
24662630,430,12951.8,65
24662631,628,18150.3,95
24662632,743,17119.8,165
24662633,781,17871.9,245
24662634,393,21593.4,90
24662635,413,12477.3,45
24662636,417,24970.1,80
24662637,441,26250,75
24662638,825,9939.8,245
24662639,561,9894.2,150
24662640,542,11964.7,90
24662641,493,9197.8,90
24662642,661,2124.7,65
24662643,933,12116.9,120
24662644,477,6068.7,65
24662645,739,8724.9,85
24662646,532,9415.9,65
24662647,416,6331.8,40
24662648,468,5336.4,85
24662649,537,12908.7,70
24662650,448,7021.9,70
24662651,748,11561.1,180
24662652,595,5810.5,70
24662653,560,12727.3,95
24662654,539,5916.6,60
24662655,511,13170.1,60
24662656,472,12291.7,85
24662657,447,8886.7,130
24662658,578,4812.7,
24662659,730,18814.4,235
24662660,513,3712,95
24662661,533,6670.8,105
24662662,591,7586.6,110
24662663,461,11299,205
24662664,722,9036.3,95
24662665,639,10273.3,120
24662666,580,6988,55
24662667,600,8955.2,50
24662668,592,8154.3,65
24662669,699,8514,175
24662670,355,8275.1,50
24662671,580,2920.4,95
24662672,579,7338.4,145
24662673,754,8491,125
24662674,802,15364,160
24662675,753,9843.1,125
24662676,505,6994.5,85
24662677,679,11004.9,180
24662678,510,12085.3,80
24662679,766,7667.7,65
24662680,467,9749.5,80
24662681,474,9028.6,95
24662682,501,9524.7,115
24662683,520,14899.7,60
24662684,659,12158.7,130
24662685,555,10632.2,130
24662686,732,12978.7,135
24662687,588,10970.1,110
24662688,512,14545.5,125
24662689,537,6172.4,100
24662690,766,14759.2,130
24662691,578,6659,105
24662692,406,5646.7,50
24662693,485,8056.5,80
24662694,512,9343.1,95
24662695,1014,12411.3,175
24662696,624,9426,130
24662697,803,10692.4,165
24662698,369,4913.4,65
24662699,486,9959,120
24662703,643,9386.9,110
24662704,727,18785.5,165
24662705,542,42343.8,155
24662706,636,15251.8,160
24662707,492,1731.2,35
24662708,637,13107,155
24662709,473,7616.7,75
24662710,624,8199.7,70
24662711,549,7214.2,85
24662712,649,7934,120
24662713,631,8048.5,115
24662714,603,4561.3,125
24662715,520,5658.3,70
24662716,485,9273.4,80
24662717,1237,7589,165
24662718,620,24031,215
24662719,960,17943.9,225
24662720,629,7755.9,125
24662721,735,8996.3,185
24662722,672,9068.8,90
24662723,623,10891.6,190
24662724,481,8890.9,80
24662725,620,2046.2,125
24662726,454,8764.5,80
24662727,751,6095.8,120
24662728,618,11035.7,155
24662729,566,10235.1,105
24662730,537,1940,85
24662731,303,605.3,30
24662732,325,6646.2,15
24662733,821,9382.9,90
24662734,596,3316.6,90
24662735,340,9604.5,50
24662736,700,14141.4,110
24662737,493,9860,60
24662738,667,8204.2,110
24662739,624,7572.8,105
24662740,743,11240.5,160
24662741,498,10802.6,80
24662742,559,10812.4,80
24662743,535,17426.7,150
24662744,781,10728,110
24662745,770,14128.4,100
24662746,604,7803.6,150
24662747,923,22790.1,375
24662748,442,12277.8,60
24662749,766,10379.4,135
24662750,494,11961.3,65
24662751,468,13526,45
24662752,414,13018.9,60
24662753,494,3859.4,60
24662754,456,13818.2,50
24662755,510,12348.7,45
24662756,545,18600.7,75
24662757,579,16038.8,90
24662758,426,13697.7,55
24662759,550,10242.1,45
24662760,1049,17901,315
24662761,554,24732.1,85
24662762,593,2224.3,110
24662763,560,2877.7,110
24662764,600,13698.6,115
24662765,687,3180.6,105
24662766,468,21869.2,105
24662767,564,22204.7,185
24662768,592,25627.7,205
24662769,640,28193.8,190
24662770,590,24583.3,235
24662771,484,22511.6,165
24662772,607,17905.6,130
24662773,831,26893.2,330
24662774,761,24627.8,265
24662775,386,12655.7,95
24662776,413,20753.8,105
24662777,352,19340.7,130
24662778,577,17432,165
24662779,495,18065.7,100
24662780,455,10782,35
24662781,497,17942.2,170
24662782,651,4416.6,80
24662783,521,6713.9,65
24662784,648,6218.8,60
24662785,594,6239.5,85
24662786,552,3692.3,10
24662787,528,10538.9,90
24662788,485,7625.8,75
24662789,612,3963.7,25
24662790,554,4219.3,75
24662791,783,8446.6,105
24662792,435,6590.9,60
24662793,466,7753.7,70
24662794,608,4564.6,65
24662795,487,6125.8,75
24662796,571,6113.5,90
24662797,613,12878.2,155
24662798,985,8054,185
24662799,405,7729,50
24662800,564,6401.8,110
24662801,496,9841.3,95
24662802,473,8678.9,60
24662803,252,8904.6,45
24662804,586,8592.4,115
24662805,576,6200.2,110
24662806,512,14797.7,100
24662807,508,4635,40
24662808,444,6057.3,45
24662809,528,3987.9,80
24662810,517,3219.2,35
24662811,556,6932.7,105
24662812,384,5477.9,40
24662813,616,11200,190
24662814,842,21262.6,265
24662815,851,27101.9,240
24662816,633,20754.1,115
24662817,756,3339.2,175
24662819,1344,11497,115
24662821,1202,5302.2,205
24662822,644,3601.8,55
24662823,401,4104.4,35
24662824,429,6102.4,25
24662825,327,4725.4,35
24662826,617,8916.2,85
24662827,923,9323.2,125
24662828,367,4735.5,30
24662829,486,6816.3,55
24662830,541,4737.3,130
24662831,426,5385.6,15
24662832,447,5511.7,15
24662833,469,8228.1,40
24662834,650,15151.5,180
24662835,398,6388.4,15
24662836,464,6783.6,80
24662837,428,5961,60
24662838,386,2937.6,15
24662839,1435,1538.9,95
24662840,570,9076.4,130
24662841,737,4748.7,55
24662842,725,9797.3,110
24662843,512,3454.8,30
24662844,364,3321.2,40
24662845,420,5440.4,50
24662848,533,7943.4,30
24662849,922,147.4,80
24662850,517,1744.9,45
24662851,635,6070.7,60
24662852,469,7282.6,25
24662853,393,8415.4,55
24662854,640,8030.1,85
24662855,423,8326.8,30
24662856,280,5395,5
24662857,326,6037,65
24662858,766,6784.8,55
24662859,574,6949.2,35
24662860,1053,8069,175
24662861,654,5741.9,45
24662862,632,4325.8,30
24662863,494,13000,105
24662864,1177,7632.9,135
24662865,582,5034.6,35
24662866,465,4774.1,20
24662867,397,4783.1,10
24662868,523,3917.6,20
24662869,498,2868.7,50
24662870,778,2784.5,75
24662871,454,4739,40
24662872,414,2879,35
24662873,385,7938.1,55
24662874,583,5266.5,45
24662875,411,7769.4,40
24662876,247,8636.4,
24662877,395,4047.1,25
24662878,418,4952.6,25
24662879,300,5084.7,15
24662880,397,6465.8,30
24662881,448,2796.5,45
24662882,607,8525.3,70
24662883,485,6170.5,45
24662884,736,5051.5,165
24662885,548,2382.6,70
24662886,523,6863.5,60
24662887,490,10082.3,55
24662888,695,3775.1,95
24662889,607,6457.4,25
24662890,501,6374,55
24662891,542,7255.7,45
24662892,586,5705.9,15
24662893,567,4760.7,50
24662894,528,4102.6,50
24662895,640,5306.8,55
24662896,554,5837.7,25
24662897,1389,3805.5,45
24662898,467,4426.5,30
24662899,524,2187.9,40
24662900,534,4742.5,30
24662901,515,2840.6,30
24662902,627,2282.5,70
24662903,650,525,85
24662904,688,804.1,25
24662905,773,91.9,115
24662906,835,846.8,80
24662907,586,5199.6,60
24662908,477,17865.2,70
24662909,5132,8339.3,285
24662910,602,12016,125
24662911,611,1543.7,20
24662912,458,5871.8,60
24662913,347,5499.2,25
24662914,558,4573.8,45
24662915,459,6419.6,70
24662916,710,3144.4,80
24662917,492,3710.4,35
24662918,629,9169.1,95
24662919,445,3090.3,15
24662920,433,5378.9,55
24662921,597,146.5,20
24662922,589,6053.4,70
24662923,419,3656.2,10
24662924,411,9927.5,35
24662925,553,7617.1,110
24662926,545,11473.7,85
24662927,384,7868.9,50
24662928,501,4489.2,25
24662929,415,3666.1,50
24662930,471,4668,10
24662931,472,3619.6,35
24662932,563,6262.5,130
24662933,457,1619.4,5
24662934,508,2072.6,50
24662935,703,975.4,130
24662936,2215,404.6,80
24662937,611,2930.5,20
24662938,431,596.1,20
24662939,1888,4716.5,75
24662940,709,6695,40
24662941,476,8365.6,5
24662942,1469,577.8,35
24662943,1321,4981.1,30
24662944,482,4834.5,20
24662945,513,7339.1,15
24662946,961,5593.7,35
24662947,850,2890.2,105
24662948,1649,552.7,65
24662949,756,1637.1,10
24662951,632,1376.9,55
24662952,527,4063.2,25
24662953,406,1581.6,15
24662954,443,4109.5,10
24662955,438,6186.4,45
24662956,354,4849.3,25
24662957,459,4203.3,30
24662958,678,3674.8,105
24662961,730,7909,160
24662962,414,10324.2,40
24662963,456,13652.7,60
24662964,456,1031,105
24662965,650,14254.4,205
24662966,570,29381.4,215
24662967,665,2133.5,125
24662968,768,7710.8,200
24662969,732,657.4,120
24662970,532,10791.1,85
24662971,406,8923.1,50
24662972,493,3972.6,95
24662973,560,6973.8,50
24662974,590,10243.1,75
24662975,655,12669.2,130
24662976,558,2681.4,150
24662977,419,9544.4,70
24662978,383,9480.2,50
24662979,735,5961.1,110
24662980,704,12394.4,185
24662981,478,3908.4,125
24662982,411,18853.2,80
24662983,456,4172,20
24662984,671,663.2,25
24662985,428,764.4,
24662986,374,1315,10
24662987,718,972.4,40
24662988,708,1410.9,45
24662989,370,4596.3,30
24662992,476,8000,75
24662993,337,10465.8,100
24662994,950,5400.8,185
24662995,446,2136,40
24662996,427,2953,20
24662997,793,12831.7,185
24662998,840,6682.6,85
24662999,362,7140,50
24663000,392,3550.7,20
24663001,364,2921.3,15
24663002,696,1523,25
24663003,1186,2242.8,60
24663004,424,2716.2,25
24663005,451,2311.6,20
24663006,439,2815.9,15
24663007,400,2359.9,10
24663008,471,2272.1,30
24663009,662,4101.6,60
24663010,336,2564.9,45
24663011,649,5363.6,70
24663012,483,3428,70
24663013,572,4605.5,135
24663014,629,2232.1,35
24663015,743,6785.4,95
24663016,370,3936.2,50
24663017,981,5061.9,140
24663018,626,13319.1,180
24663019,518,9087.7,75
24663020,1980,3611.2,285
24663021,436,1730.8,30
24663022,394,2682.1,30
24663023,434,2281.8,40
24663024,374,3232.5,30
24663025,459,2545.8,20
24663026,689,7706.9,50
24663027,452,2899.3,15
24663028,699,4153.3,60
24663029,628,3006.2,30
24663030,1244,2719.7,50
24663031,430,3418.1,15
24663032,607,4019.9,30
24663033,1309,3148.9,75
24663034,1085,4738,130
24663035,619,2574.9,50
24663036,1932,4243.4,245
24663037,437,2783.4,35
24663038,536,3681.3,15
24663039,457,3697.4,5
24663040,482,2946.2,15
24663041,443,2714.5,35
24663042,335,3265.1,25
24663043,388,2939.4,5
24663044,447,3343.3,25
24663045,451,2353.9,65
24663046,652,2788.7,115
24663047,518,3025.7,95
24663048,1022,5477,80
24663049,988,4367.8,195
24663050,930,1946.8,275
24663051,780,4887.2,75
24663052,438,2427.9,25
24663053,1276,4853.6,255
24663054,646,1537.4,80
24663055,592,2833.9,20
24663056,540,3243.2,20
24663057,1598,661.7,45
24663058,1148,2994.3,30
24663059,511,2484.2,5
24663060,458,3073.8,10
24663061,508,3181,10
24663062,488,2676.9,20
24663063,428,2847.6,25
24663064,483,2864.8,60
24663065,455,6074.8,60
24663066,249,1754.8,
24663067,528,275.5,55
24663068,1237,140.8,65
24663069,928,480.5,70
24663070,460,3018.4,30
24663071,385,2986.8,25
24663072,471,3241.6,5
24663073,563,2421.5,10
24663074,1076,343.9,30
24663075,530,782.4,15
24663076,634,1086.5,40
24663077,1015,301.9,80
24663079,391,6627.1,65
24663080,650,5560.3,70
24663081,442,4652.6,15
24663082,505,4814.1,55
24663083,351,3122.8,25
24663084,512,3823.7,90
24663085,590,3933.3,45
24663086,653,5708,65
24663088,856,3508.2,40
24663089,185,3363.6,
24663090,664,2804.1,25
24663091,520,2704.1,40
24663092,427,3158.3,20
24663094,541,3643.1,35
24663095,1155,2654.6,105
24663096,837,1855.9,25
24663097,602,2796.1,25
24663098,258,2838.3,25
24663099,1115,748.5,55
24663100,528,3492.1,35
24663101,423,2869.7,25
24663102,535,2108,20
24663103,528,1405,40
24663104,435,2190.3,25
24663105,620,2226.2,25
24663106,572,1223.3,65
24663107,653,1398.6,40
24663108,510,1952.5,25
24663109,552,1805.1,45
24663110,683,1466.6,15
24663111,617,201.7,25
24663112,399,1224.3,20
24663113,513,1082.1,30
24663114,631,1137.8,45
24663115,501,686.5,45
24663116,609,1274.9,35
24663117,494,1200.2,25
24663118,1095,118.3,65
24663119,365,1735.6,
24663120,531,3950.9,85
24663121,537,3678.1,130
24663122,726,4342.1,170
24663123,738,3144.4,95
24663124,478,449.1,30
24663125,473,74.1,35
24663126,588,3627.4,10
24663127,447,3020.3,5
24663128,459,1302.5,70
24663129,739,1151.8,50
24663130,456,2325.3,35
24663131,592,3198.3,115
24663132,575,1682.8,35
24663133,408,2117.3,10
24663134,705,1340,35
24663135,580,2035.1,45
24663136,286,1349.1,15
24663137,552,2519.4,15
24663138,1221,8357.3,170
24663139,907,8193.3,60
24663140,871,2357.9,30
24663141,873,4081.3,90
24663142,774,25294.1,375
24663143,472,4055,165
24663144,898,4664.9,155
24663145,639,8192.3,100
24663146,551,7055.1,100
24663147,580,9062.5,100
24663149,298,5764,50
24663150,508,5682.3,90
24663151,1191,231,75
24663152,589,578.4,25
24663153,267,1493.3,20
24663154,529,2692.1,20
24663155,446,3760.5,25
24663156,680,4141.3,45
24663157,510,3917.1,30
24663158,425,2171.7,15
24663159,478,2884.7,45
24663160,530,1429.3,30
24663161,386,3722.3,25
24663162,435,3441.5,20
24663164,1119,3498,140
24663166,3084,2742.1,175
24663167,543,2902.2,15
24663168,352,3468,10
24663169,622,6263.8,155
24663170,480,2107.1,20
24663171,593,16657.3,90
24663172,741,1263,60
24663173,516,2591.7,35
24663174,836,1600.9,90
24663175,498,2188,30
24663176,458,1958.1,30
24663177,402,3586.1,20
24663178,378,1038.7,40
24663179,373,3025.1,15
24663180,499,2282.7,60
24663181,435,2955.2,25
24663182,1015,1143.8,260
24663183,516,5325.1,65
24663184,396,2748.1,55
24663185,644,4721.4,35
24663186,452,4565.7,25
24663187,369,2679.7,35
24663188,436,4308.3,25
24663189,444,15857.1,70
24663190,672,11218.7,85
24663191,528,17718.1,145
24663194,539,5483.2,120
24663195,342,20357.1,25
24663196,409,6512.7,55
24663197,460,9274.2,50
24663198,519,10058.1,85
24663199,481,7990,110
24663200,393,12436.7,60
24663201,400,5822.4,50
24663202,809,12780.4,130
24663203,759,36142.9,125
24663204,368,8578.1,40
24663205,536,18482.8,125
24663206,589,24852.3,140
24663207,901,23773.1,165
24663208,655,11844.5,60
24663209,608,9838.2,45
24663210,516,11492.2,55
24663211,366,10733.1,15
24663212,1018,20118.6,245
24663213,378,8437.5,30
24663214,501,10867.7,110
24663215,802,11424.5,160
24663216,782,1389.7,165
24663217,504,5867.3,45
24663218,668,4697.6,45
24663219,596,9983.2,45
24663220,588,3331.4,50
24663221,428,11059.4,55
24663222,319,10063.1,35
24663223,637,11059,50
24663227,593,3242.2,100
24663228,621,10933.1,120
24663229,433,2837.5,75
24663230,483,8765.9,75
24663231,646,10748.8,110
24663232,568,8328.4,100
24663233,482,8155.7,45
24663234,575,10000,100
24663235,1461,9258.6,230
24663236,502,1921.9,65
24663237,417,11846.6,55
24663238,446,11584.4,55
24663239,716,10391.9,110
24663241,1100,9945.8,360
24663242,1674,122189.8,670
24663243,1022,69054.1,480
24663244,1028,13526.3,155
24663245,991,31967.7,245
24663246,1594,37330.2,415
24663249,722,46580.6,215
24663250,1072,12508.8,375
24663251,854,11192.7,215
24663253,1511,12826.8,520
24663254,1526,6905,100
24663255,1505,11427.5,235
24663256,994,2702.6,90
24663257,968,2990.4,170
24663258,1027,19561.9,125
24663259,1115,19224.1,145
24663260,1783,5993.3,80
24663261,1137,10179.1,240
24663262,1496,21011.2,230
24663264,1225,22072.1,210
24663266,836,11643.5,135
24663269,888,1012.7,85
24663270,1121,7636.2,270
24663271,638,1720.6,
24663273,973,21106.3,275
24663274,685,30043.9,165
24663275,1083,4379.3,325
24663276,1104,13190,275
24663277,2061,12937.9,310
24663279,2054,28137,415
24663280,1052,5742.4,190
24663281,1079,9531.8,275
24663282,514,378.2,
24663283,651,14498.9,115
24663285,791,4762.2,80
24663286,652,13697.5,85
24663287,592,9221.2,55
24663288,749,4934.1,60
24663289,674,8764.6,125
24663290,877,6525.3,170
24663291,571,15949.7,90
24663292,843,425,115
24663293,1393,3006.7,85
24663294,471,3705.7,15
24663295,903,3351.9,85
24663296,643,10174.1,95
24663297,673,2872.4,60
24663298,1041,11217.7,115
24663299,500,17605.6,120
24663300,772,4099.8,150
24663301,241,4213.3,
24663302,1201,2609.7,155
24663304,364,4354.1,50
24663305,729,10673.5,110
24663315,658,6707.4,60
24663316,597,16178.9,175
24663317,449,6034.9,45
24663318,466,12263.2,90
24663319,536,5286,95
24663320,589,8402.3,95
24663321,545,4801.8,45
24663322,921,5922.8,180
24663323,383,13581.6,35
24663324,390,13265.3,160
24663325,526,17189.5,75
24663326,444,10398.1,55
24663327,625,19349.8,140
24663328,800,14814.8,115
24663329,0,0,
24663330,1465,4504.9,425
24663331,623,12168,240
24663332,623,15892.9,105
24663333,741,8779.6,165
24663334,0,0,
24663335,0,0,
24663336,897,2752.4,160
24663337,488,18209,135
24663340,0,0,
24663341,425,13449.4,80
24663342,462,8105.3,135
24663343,539,16284,95
24663344,450,13595.2,180
24663345,815,45277.8,80
24663346,620,14519.9,200
24663347,535,11383,235
24663348,477,36692.3,160
24663349,589,45307.7,220
24663350,424,14228.2,95
24663351,489,384.3,95
24663352,675,18145.2,230
24663353,658,37600,195
24663355,2017,105052.1,515
24663356,2554,48740.5,575
24663357,1006,25468.4,210
24663358,1012,3846.4,435
24663359,728,26281.6,295
24663360,1305,53703.7,460
24663361,557,12746,90
24663362,943,401.9,140
24663363,1298,4424,275
24663364,714,3946.9,80
24663365,884,4814.8,150
24663366,690,28750,255
24663367,668,37954.5,315
24663368,1534,40262.5,570
24663369,737,11234.8,250
24663370,21,15.9,
24663371,711,48040.5,155
24663372,388,39591.8,100
24663374,850,11184.2,135
24663375,1387,11167.5,225
24663376,542,3782.3,130
24663377,528,9395,120
24663378,530,4351.4,45
24663379,666,14322.6,125
24663380,543,5507.1,55
24663381,10,5.3,
24663382,0,0,
24663383,643,704.7,100
24663384,683,5217.7,90
24663385,484,10453.6,90
24663386,712,8967.3,95
24663387,558,9192.8,110
24663388,544,9283.3,75
24663389,532,8956.2,135
24663390,918,1054.8,150
24663391,512,9175.6,110
24663392,516,7030,100
24663393,381,8523.5,90
24663394,330,2260.3,
24663395,685,3829,100
24663396,30,154.7,
24663397,925,15139.1,175
24663398,658,10578.8,20
24663399,596,9900.3,15
24663400,530,12268.5,
24663401,1937,4501.5,50
24663402,742,9788.9,35
24663403,588,5897.7,45
24663404,586,6704.8,65
24663405,563,6561.8,20
24663407,319,1669.3,20
24663408,276,6882.8,30
24663409,930,5098.7,55
24663410,422,5885.6,40
24663411,395,4206.6,25
24663412,659,9835.8,70
24663413,1433,9180,245
24663414,5845,5475.4,415
24663415,786,8497.3,35
24663416,1581,2593.5,150
24663417,937,14197,45
24663418,638,10407.8,65
24663419,467,29.3,70
24663420,1723,4770.2,115
24663421,1183,4747.2,85
24663422,2391,5121,235
24663423,1089,114.5,95
24663424,874,4434.3,85
24663425,1070,11286.9,125
24663426,441,18927,90
24663428,662,4970,35
24663429,919,1899.2,55
24663430,681,850.9,45
24663431,533,5712.8,35
24663432,581,5597.3,15
24663434,643,7216.6,200
24663436,650,10400,185
24663437,1672,17674.4,665
24663438,1534,10957.1,525
24663439,559,448.8,50
24663441,0,0,
24663444,1085,32005.9,145
24663445,4206,16201.8,585
24663450,457,13170,90
24663451,424,6645.8,75
24663452,2390,8884.8,685
24663453,642,8782.5,105
24663454,1167,8840.9,165
24663455,2704,17366.7,705
24663456,5,3,
24663457,1506,8261.1,195
24663458,1265,3181.6,105
24663459,2031,6687.5,850
24663460,2648,5043.8,705
24663461,1152,5028.4,250
24663462,736,1580.4,80
24663463,1302,12055.6,230
24663464,1697,14418,210
24663465,984,18886.8,125
24663466,1086,8511,120
24663467,2211,42519.2,405
24663468,1102,31396,220
24663469,839,18939.1,165
24663470,1373,45164.5,510
24663471,899,36104.4,265
24663472,1105,4204.7,35
24663473,1087,10636,125
24663474,3133,31205.2,955
24663475,2201,14922,240
24663476,1033,5726.2,180
24663477,1170,4236.1,130
24663478,1429,3243.3,65
24663479,773,3097,215
24663480,897,11529.6,180
24663481,1670,57785.5,480
24663482,1053,33967.7,285
24663483,465,30592.1,155
24663484,1626,378,90
24663485,2412,2705.6,175
24663486,2281,14436.7,355
24663488,1362,12599.4,120
24663489,1451,14671.4,225
24663490,2081,26077.7,250
24663491,1014,14342.3,105
24663492,1001,17875,100
24663493,485,10210.5,70
24663494,0,0,
24663495,892,22134,225
24663496,869,49375,125
24663497,1474,3093.4,275
